,name,year,seller_type,owner,km_driven,ex_showroom_price
418,234,2016,0,1,172756,93025.75
28517,238,2017,0,3,350,30490.0
10933,185,2012,1,0,96474,30490.0
25855,85,2015,1,1,350,93025.75
17392,268,2019,0,0,350,102129.0
12234,59,1997,0,2,129292,47041.0
6953,68,2014,0,0,17723,141881.0
29693,228,2012,0,3,350,93025.75
21213,50,1989,1,1,24167,94838.0
1688,232,1993,0,0,124685,30490.0
4764,226,2020,1,2,350,93025.75
21462,131,2013,1,0,350,52502.0
24458,211,2018,0,0,84051,176151.0
11889,143,2004,0,1,18237,89461.0
13334,12,1999,0,2,27099,30490.0
19378,269,2005,1,2,92566,93025.75
17007,269,1998,0,2,26212,93025.75
10182,180,2004,1,1,67948,41548.0
5748,48,2009,0,2,350,123218.0
6092,20,2009,0,1,69775,38995.0
3820,263,1998,1,1,58576,93025.75
28023,145,2015,0,3,34200,93025.75
23490,253,1996,1,3,44244,160309.0
28479,185,2017,0,0,350,91000.0
20722,14,2004,1,1,12973,93025.75
9556,122,2004,0,2,350,111002.0
13454,126,1998,1,1,92290,30490.0
26790,120,2004,0,2,42232,70025.0
14538,190,2002,1,1,70264,120731.0
23356,239,2001,1,2,62375,93025.75
26655,241,2012,0,1,67785,128641.0
20910,95,2015,1,1,350,236224.0
6279,48,2009,0,2,21548,155954.0
10318,125,2010,1,2,80242,182986.0
11074,36,2012,1,0,61785,93025.75
15453,194,2018,0,3,31490,178961.0
20084,80,2008,0,1,350,93025.75
18696,149,2018,0,2,350,93025.75
4543,274,2003,0,1,102714,64937.0
24521,156,2001,0,1,350,107132.0
931,94,1997,1,1,40176,93025.75
13183,240,2006,0,3,13676,98039.0
1390,150,2000,1,0,152286,146970.0
27265,206,2013,0,1,16039,84968.0
9870,62,2006,1,1,43216,93025.75
29640,136,2016,1,1,68710,93025.75
5840,79,2015,1,2,53025,93025.75
24766,70,1998,1,1,35604,93025.75
15460,261,2018,1,1,6240,93025.75
14698,47,1991,1,2,71032,93025.75
14517,129,2005,0,1,47967,93025.75
29614,173,1995,0,0,142572,93025.75
16857,65,2005,1,1,350,140141.0
17649,258,2004,0,2,52967,93025.75
24906,122,2015,0,3,59118,93025.75
849,47,1994,1,0,27118,30490.0
9086,173,2005,1,1,116136,120337.0
29330,100,2014,0,1,49078,93025.75
11789,215,1994,1,2,40690,93025.75
25877,44,2007,1,0,30332,77754.0
16209,21,1998,1,0,125018,135872.0
23446,90,2007,1,1,350,93025.75
14177,182,2001,0,3,46461,104186.0
3889,160,1989,1,2,1089,149196.0
11414,268,1991,1,1,62012,59363.0
2633,191,1998,0,2,67401,152683.0
17319,278,2011,1,0,92221,30490.0
2046,61,1995,0,1,350,90937.0
28697,1,2002,1,0,41412,114227.0
6968,197,2019,1,0,36721,93025.75
1528,227,2002,1,0,92382,93025.75
7080,260,2007,0,1,50422,35543.0
14623,101,2009,0,3,51178,170278.0
26403,32,2007,1,0,52867,110998.0
982,22,1994,0,2,350,93025.75
16632,210,2005,0,2,350,93025.75
24942,110,1989,1,1,350,145302.0
9107,107,2013,1,1,4209,60020.0
29721,85,2001,0,1,15749,174532.0
12514,232,2001,1,0,51833,93025.75
18459,154,2004,0,1,12739,170393.0
24778,200,2004,0,0,22587,105412.0
17108,20,1992,0,2,76321,93025.75
27156,242,2006,1,0,94125,66103.0
9451,57,2014,1,1,70245,93025.75
5889,214,2003,0,2,39764,93025.75
16231,109,2007,0,2,93869,112885.0
21245,132,2008,0,0,7286,93025.75
12303,130,1992,1,2,70047,60442.0
2898,125,2005,1,2,76669,93025.75
7654,180,1998,1,0,11077,93025.75
13742,58,1996,1,2,31793,93025.75
7611,173,1997,1,2,11834,76702.0
25530,99,2012,0,3,25693,93025.75
25729,74,2008,0,1,22476,83317.0
28106,63,1993,0,3,34149,126354.0
15306,270,2017,1,0,350,93025.75
26317,57,2013,0,2,19584,93025.75
25512,164,2006,0,3,350,81936.0
21944,32,1998,0,3,49665,93025.75
22216,78,2015,1,0,54955,40320.0
14123,115,1989,0,3,350,93025.75
29974,0,2001,1,1,95934,93025.75
20240,149,2002,1,0,8338,116947.0
18227,224,1998,0,2,100035,89681.0
23322,183,2018,1,0,43616,30490.0
27283,32,1996,0,1,38011,110047.0
7707,249,2003,0,2,26286,79609.0
26643,211,2000,0,1,119609,50545.0
19321,96,1995,1,3,102185,30490.0
5486,110,1996,0,1,11286,30490.0
15108,95,2003,0,1,3552,93025.75
12030,28,1998,0,2,79223,30490.0
21473,151,2011,1,1,30699,93025.75
17979,265,1993,1,1,40899,93025.75
17760,264,2018,1,0,350,93025.75
6116,144,1993,0,2,109270,93025.75
8132,57,2008,1,0,350,204975.0
12881,54,1996,1,1,50944,93025.75
15294,210,2011,0,3,29463,136870.0
7202,130,1998,0,1,9085,30490.0
19936,144,2011,1,0,27039,30490.0
22856,29,2012,0,2,9672,93025.75
18688,214,1989,1,2,133588,104634.0
24618,214,1995,0,2,36097,93025.75
13154,232,2010,0,1,67977,30490.0
21485,139,2004,0,0,55366,93025.75
23015,5,1999,0,1,62378,79694.0
26239,36,1991,1,1,1831,84968.0
3981,0,2003,1,0,45098,93025.75
20695,218,1988,0,3,122671,30490.0
500,155,2004,1,1,77708,93025.75
7250,149,2005,0,1,350,30490.0
17624,16,1997,1,0,27818,93025.75
8140,88,2000,1,2,2519,125790.0
29822,16,1995,1,2,46616,93025.75
17021,220,2013,1,1,17895,93025.75
428,63,2016,0,0,350,93025.75
24186,67,1989,0,2,73039,93025.75
1980,207,2019,0,2,775,156149.0
8322,148,2017,0,2,36258,149835.0
2981,28,2015,0,2,81067,154653.0
23645,275,2012,1,1,350,93025.75
15110,255,2006,0,1,168055,93025.75
24752,1,2007,0,3,350,93025.75
39,205,1999,1,0,48094,93025.75
5467,270,1999,1,0,108156,139690.0
19030,176,2014,0,2,85231,35231.0
28523,134,2007,0,2,12777,30490.0
21189,2,2000,1,1,46533,31909.0
19919,215,2018,0,2,350,93025.75
5552,173,2019,1,0,350,73013.0
9202,142,2002,0,1,350,93025.75
17845,94,2015,0,2,17668,93025.75
29320,213,2019,0,0,350,45487.0
12343,1,1997,0,2,104148,93025.75
6916,207,2011,0,2,350,93025.75
11415,97,1990,1,1,49541,71900.0
20766,103,2016,1,0,66786,140557.0
24023,52,1996,1,1,93457,93025.75
22974,93,2011,0,3,16720,121476.0
19137,39,2001,0,0,8111,59508.0
13840,200,1998,0,3,47446,93025.75
21315,203,2004,1,1,101871,93025.75
15197,222,2007,0,0,86610,93025.75
16576,33,2001,1,1,75993,73142.0
7122,268,2017,1,1,350,98049.0
3613,108,2013,0,3,350,93025.75
28885,125,2001,0,2,68478,30625.0
27960,244,2016,0,2,23418,93025.75
14081,84,2011,0,2,19330,87714.0
21548,160,1996,0,2,19406,93025.75
26761,187,2017,0,0,350,104537.0
9343,97,2007,1,1,56809,93025.75
20379,200,2000,1,0,29305,93025.75
22992,163,2011,0,1,350,56575.0
3378,207,2001,1,2,350,241140.0
16556,225,2010,1,0,23727,93025.75
5406,58,2005,0,2,85478,41179.0
29897,89,1990,0,2,25324,93025.75
273,215,2009,0,1,18026,93025.75
29690,168,2003,0,2,350,93025.75
7297,40,2013,0,0,15200,30490.0
20689,158,2010,0,2,11681,30490.0
20294,20,2010,0,3,47441,93025.75
13880,121,2014,1,0,31040,93025.75
20280,22,1999,1,2,99000,93025.75
5633,86,2010,1,2,350,93025.75
7105,137,1988,0,2,75548,93025.75
8043,179,2019,1,1,103019,93025.75
14734,153,1994,0,3,350,93025.75
16002,181,2002,0,2,7334,145786.0
2075,182,2006,1,0,350,120682.0
15387,32,2008,0,2,33970,66188.0
14511,56,2018,1,2,109464,93025.75
18828,173,2004,0,1,13047,93025.75
6361,210,2006,0,0,47515,93025.75
25841,72,2009,1,1,51929,112050.0
15946,42,2003,0,1,43193,124177.0
17451,48,2013,0,1,49836,93025.75
14682,75,1992,1,0,350,55217.0
26928,74,2001,1,0,10548,149735.0
25665,114,2008,1,1,32136,93025.75
13920,230,1995,0,2,350,84522.0
4901,177,2017,1,1,38470,93025.75
10074,242,1996,1,1,76189,82473.0
27836,219,2012,1,3,17462,93025.75
28529,142,2008,1,0,350,224127.0
3978,113,1993,1,0,67886,81326.0
18340,151,1998,0,1,133464,33432.0
15144,113,2014,0,2,350,58291.0
28568,129,1989,0,3,35364,112293.0
6347,270,2018,0,1,37938,30490.0
16469,0,1991,1,0,27734,93025.75
5510,247,2016,0,2,350,93025.75
9177,32,2014,0,0,90995,108087.0
2513,275,2003,0,2,350,118729.0
15523,233,1991,0,1,125376,93025.75
26083,110,2001,1,0,40661,38870.0
21912,12,1992,0,1,350,93025.75
10360,190,1998,1,0,8430,123960.0
14172,42,2008,0,2,45046,93025.75
28649,20,1994,1,0,49055,192451.0
21789,171,2012,1,1,71687,93025.75
20191,120,1990,0,2,350,93025.75
4169,32,2015,1,1,34281,30490.0
6345,175,1998,0,2,350,93025.75
25875,99,2001,1,1,62446,93025.75
25316,267,1994,0,3,25080,93025.75
26073,256,2003,1,0,61657,89245.0
23069,232,2003,0,1,97534,93025.75
4751,257,2014,0,0,350,93025.75
20110,75,1993,1,2,69576,93025.75
29408,130,1994,1,1,18052,93025.75
16149,230,1997,1,2,55925,93025.75
14966,146,2012,1,0,51856,132818.0
7693,195,2009,1,0,21874,104284.0
15069,38,1990,1,1,14078,186613.0
3693,241,2006,1,0,350,93025.75
5498,60,2017,0,2,32891,93025.75
1941,22,1989,1,0,29006,51480.0
21478,109,2000,1,0,67162,54185.0
25202,0,2016,0,2,350,75238.0
4196,278,2006,0,1,41375,93025.75
16259,219,2012,1,1,23057,93025.75
16725,173,2009,0,2,47516,30735.0
25721,142,2017,0,2,350,96952.0
28248,96,1991,1,1,61961,93025.75
19640,271,1998,1,2,58170,93025.75
12330,242,2010,0,2,27918,185668.0
23819,199,2012,1,0,350,95144.0
23782,176,1994,1,1,188214,93025.75
26972,201,2017,1,1,25276,93025.75
16871,238,2017,0,2,60456,35375.0
22362,258,2001,0,2,10962,31727.0
23257,76,2014,0,3,350,102226.0
28094,171,2018,1,0,19960,82817.0
25096,88,2005,0,3,100895,131332.0
16076,160,2014,0,2,5748,90130.0
9390,152,2019,1,0,5544,93025.75
12964,13,2013,1,0,32794,93025.75
21370,229,1999,0,3,350,90369.0
14933,224,2015,0,2,44893,93025.75
23939,98,1992,0,2,37947,30490.0
4647,101,1989,1,0,90039,30490.0
15428,109,2004,0,2,350,57469.0
3285,203,2004,1,2,68212,30490.0
1122,63,2005,0,3,350,93025.75
29960,46,2016,1,0,57829,111347.0
29953,211,2009,0,0,350,93025.75
11485,124,1992,0,2,111155,93025.75
16722,77,1989,1,2,80128,100046.0
11377,195,1989,0,2,76548,30490.0
10978,127,2000,1,1,18863,126170.0
21973,206,2019,1,0,13258,71083.0
3026,37,2016,0,2,68331,93025.75
24705,274,2009,0,2,11619,135805.0
22250,187,1999,0,2,22789,93025.75
25985,218,1997,1,0,62613,77657.0
7287,116,1995,0,2,98180,60629.0
18942,267,1994,1,2,73873,30490.0
26904,31,2002,1,1,48750,111319.0
20901,0,1992,0,1,67810,93025.75
20444,147,2013,0,2,52807,93025.75
11559,165,2012,0,1,350,93025.75
25249,214,1997,1,0,120218,93025.75
17302,7,1989,1,2,146345,92998.0
1073,97,1994,0,3,20769,30490.0
19386,123,2002,1,1,54267,30490.0
14525,213,2018,1,0,76914,39057.0
23219,264,1995,0,2,350,114753.0
17957,98,1994,1,1,62639,93025.75
25128,80,2009,0,3,62397,93025.75
9785,81,2002,1,1,71178,190692.0
6767,112,1994,0,2,63704,85908.0
29335,117,2001,0,2,350,67223.0
21567,120,2011,0,1,66064,30490.0
24238,221,2012,1,1,43053,107342.0
12437,10,2018,1,1,55231,93025.75
22587,156,2004,1,0,76494,130594.0
27659,170,1997,1,1,17411,122038.0
21919,244,2013,0,1,350,30490.0
11948,22,2009,1,2,67115,93025.75
9658,74,2012,0,3,35434,93025.75
970,278,2004,1,0,49789,93025.75
26652,250,2003,0,2,66849,93025.75
12657,46,1989,1,1,70007,93025.75
13664,167,2019,0,2,350,104569.0
7826,35,2009,1,2,350,176408.0
29323,227,2004,0,2,350,93025.75
6138,1,2011,0,2,6178,93025.75
5397,233,2002,0,2,100272,145068.0
5598,236,2000,1,2,30012,57585.0
5326,16,2019,1,0,350,30490.0
28088,111,2000,0,3,68691,93025.75
2070,245,2005,0,0,28914,93025.75
1516,180,2000,0,1,49819,40012.0
10579,203,1989,0,3,70626,166277.0
5907,134,2015,0,2,33440,93025.75
15116,41,2014,0,1,3468,53869.0
5230,70,2011,1,1,102389,169633.0
26464,16,2009,1,0,40732,59700.0
24425,81,1993,1,1,15546,88898.0
18479,87,2003,1,0,26992,93025.75
17492,158,2009,1,0,96097,102487.0
24364,253,2012,1,1,350,147466.0
8599,246,2007,1,0,71763,30490.0
8155,193,2017,0,0,10213,157316.0
10889,54,2016,0,3,42481,93025.75
15913,48,2008,0,2,350,129600.0
12981,3,2003,0,1,78146,93025.75
21588,52,2000,0,2,59617,93025.75
1285,11,1998,1,0,31181,93025.75
20868,142,1999,0,1,350,93025.75
25759,7,2008,1,1,39421,140300.0
24462,72,2013,1,0,89848,130545.0
21899,1,2017,1,1,350,93025.75
12026,166,2005,1,1,133000,30490.0
5205,100,1991,0,3,19505,93025.75
25222,154,2011,0,2,17146,39923.0
17940,176,1998,1,0,36321,93025.75
11946,255,2013,0,2,17821,111814.0
5095,103,2018,0,3,70837,145212.0
1665,221,2014,0,1,6860,30490.0
25710,122,2018,0,0,17004,135307.0
12574,263,1998,1,1,350,30490.0
1857,229,2019,0,2,350,30490.0
3305,263,1991,1,1,78080,87808.0
4967,83,2003,0,2,53550,192672.0
18258,54,2019,0,2,42089,30490.0
13413,92,2015,1,1,50310,103233.0
29947,250,1993,0,2,83622,30490.0
14019,115,2017,0,0,5646,93025.75
20516,261,1991,0,1,7350,90752.0
2372,94,2017,0,2,56121,93025.75
23695,48,2003,0,3,31160,30490.0
12318,121,2001,0,2,350,149976.0
14463,35,2001,1,1,22202,93025.75
6972,255,2016,1,0,350,93025.75
10591,41,1996,1,1,32929,93025.75
13858,214,1989,0,2,30069,93025.75
26629,261,2002,1,1,77193,133231.0
8514,227,1995,0,1,71233,86085.0
4294,192,1995,0,1,42074,93417.0
2563,150,2013,1,0,350,259477.0
8576,83,2006,0,2,350,169623.0
5505,95,2014,0,3,20204,68383.0
7097,67,2010,0,1,76986,93025.75
23123,204,2011,0,1,31357,59058.0
12561,174,2002,0,2,350,136785.0
23956,148,1998,0,2,93227,93025.75
7554,255,1988,0,3,93572,75727.0
20676,113,1999,1,1,36299,57741.0
3013,231,2016,1,0,92570,178638.0
12412,187,1999,0,2,47432,93025.75
1417,228,2011,1,1,24154,180290.0
22690,252,2013,0,2,350,162008.0
6419,82,1995,1,2,70254,62277.0
27975,184,2020,1,1,34745,93025.75
11901,245,2018,1,0,350,93025.75
8764,240,1999,0,2,27080,93025.75
3201,105,2017,0,3,41793,161248.0
18841,154,2007,1,0,47785,93025.75
16609,47,2013,0,1,35452,202311.0
28423,45,2007,1,1,71324,93025.75
18369,260,2018,1,1,350,30490.0
1664,98,2010,0,2,36137,76851.0
10684,186,2008,0,0,52012,60917.0
4544,134,1998,1,0,49600,93025.75
23470,14,2013,1,1,84473,175601.0
18833,271,2012,0,1,37263,56538.0
9854,197,1998,0,2,98158,140680.0
26411,136,2013,0,1,4953,93025.75
22546,137,2018,1,1,33572,30490.0
17350,7,2019,0,3,350,93025.75
13944,215,2013,1,0,350,187717.0
25748,151,1993,1,0,76475,82725.0
24212,175,2013,0,2,350,48531.0
4906,256,1995,1,1,53524,40047.0
13709,180,2012,0,1,14439,93025.75
5263,156,2010,1,1,51945,93025.75
25333,199,2020,0,2,350,176480.0
24846,126,1992,1,1,34099,93025.75
29406,120,1991,0,2,8694,93025.75
18256,271,1995,1,0,97906,30490.0
20682,255,2016,0,2,65268,34066.0
8539,9,2002,0,1,2985,93025.75
17172,211,2018,1,2,350,88120.0
20928,55,1990,0,2,350,145378.0
19987,270,2014,1,2,18479,44174.0
25432,117,1996,1,3,89813,93025.75
19024,209,1995,0,2,70684,93025.75
24668,245,1990,1,1,103997,30490.0
11963,78,1998,0,3,45878,180028.0
2768,189,2008,1,2,519,233570.0
15682,70,1995,1,0,107563,30490.0
22834,192,1996,0,2,55710,57651.0
205,187,1995,1,1,76179,227103.0
29085,18,1995,1,0,350,127059.0
15450,53,1992,0,2,162291,167416.0
20342,256,1989,1,0,118151,93025.75
20509,215,1990,1,0,26699,30490.0
5301,178,1994,1,2,102475,93025.75
22863,188,2019,0,2,350,30490.0
6958,115,1991,0,3,63377,30490.0
2501,33,2012,0,2,44600,115218.0
25811,93,1999,0,1,350,93025.75
9771,180,2007,1,0,350,93025.75
12612,94,2017,0,1,14164,30490.0
5893,86,1990,0,1,93323,31601.0
9150,106,2012,0,3,350,93025.75
11016,171,2001,0,1,41248,93025.75
28787,127,1999,0,1,100985,30490.0
4209,28,2015,1,1,43844,93025.75
1782,246,2011,1,0,14369,93025.75
17587,41,2007,1,0,63331,176215.0
5681,88,2010,0,3,21903,87867.0
17282,116,2018,1,0,350,209520.0
3612,56,1996,1,2,49708,93025.75
3730,220,2005,0,3,35875,131119.0
27611,199,2009,1,0,110947,93025.75
7858,271,2002,1,1,87833,54284.0
12682,169,2019,0,2,39597,70762.0
24128,11,1993,0,2,350,93025.75
7348,231,2013,0,2,350,102551.0
7306,32,1991,1,1,19141,95541.0
552,225,2001,0,3,18545,72587.0
6112,191,2008,1,1,26312,93025.75
9972,160,2015,0,2,43811,93025.75
22225,259,1991,1,1,61674,30490.0
16622,171,2003,1,0,78346,102526.0
5565,91,2019,0,1,49411,93025.75
28708,264,2015,1,1,4460,82895.0
12610,103,2003,0,3,350,78042.0
9670,130,1997,0,2,350,30490.0
4703,55,1991,1,0,350,93025.75
16736,124,2000,1,0,7610,65503.0
6700,149,2012,0,0,28480,59836.0
29885,153,2000,0,2,62425,93025.75
522,182,2006,0,2,350,93025.75
27227,139,2002,0,3,11587,93025.75
7335,277,2008,1,0,1618,31667.0
1928,175,2007,1,0,64776,93025.75
13577,115,1997,1,0,46369,93025.75
18645,232,1989,1,1,100707,167131.0
5977,92,2003,1,1,23037,130403.0
19094,224,1995,0,2,21863,104428.0
3744,26,1992,1,1,350,93025.75
18616,229,2005,1,1,350,93025.75
29766,127,2000,1,2,98116,89036.0
10601,264,2011,0,2,350,93025.75
14951,34,1989,1,2,72098,93025.75
10721,128,1990,1,2,59089,62826.0
26714,116,1997,0,3,107517,93025.75
25059,97,2015,1,1,350,171808.0
2995,82,2014,1,3,350,153898.0
13818,248,2003,0,2,39873,127981.0
29244,158,1997,1,0,58298,38004.0
13762,247,1996,0,3,350,93025.75
4814,248,1992,1,0,78423,93025.75
19096,277,1989,1,1,114517,42296.0
7247,135,2003,1,1,350,55675.0
16451,185,2008,1,1,106447,93025.75
9811,224,1995,0,2,76913,30490.0
29806,222,2000,1,1,36638,93025.75
26063,42,2014,1,1,18955,136025.0
12219,79,2001,1,0,350,170985.0
29467,123,1995,1,2,38216,119636.0
5647,149,2018,1,1,57772,30490.0
11309,160,2020,1,2,350,142957.0
2940,239,1990,1,2,350,93025.75
28875,37,2018,0,0,46687,168887.0
1463,112,2006,1,2,13140,55100.0
7941,226,2005,0,2,350,93025.75
11944,156,1997,1,1,8827,67772.0
9309,161,2001,0,2,47225,157131.0
12432,121,1998,1,1,92382,69792.0
6759,22,2017,1,2,41197,165016.0
1755,105,1996,1,0,118149,93025.75
6167,126,2012,1,0,350,93025.75
1842,223,1990,1,0,114770,30490.0
13966,108,2000,1,1,30060,104488.0
21584,158,2007,1,3,78324,93025.75
23772,109,2010,0,1,29534,124024.0
5537,50,2015,0,2,14511,93025.75
13134,36,2005,1,1,350,218885.0
28223,117,2007,1,1,350,76214.0
283,254,2000,0,1,51614,72568.0
11426,184,1989,1,1,16320,37648.0
18356,79,2009,1,0,350,183955.0
9429,45,2015,0,2,7895,93025.75
14287,240,2013,1,1,350,83322.0
4727,258,2004,1,1,7374,111787.0
19533,142,2000,0,2,33756,93025.75
9519,230,2012,1,1,350,93025.75
18654,65,2012,0,1,51665,112272.0
27306,28,1993,0,3,76244,30490.0
26519,7,2002,1,0,36081,135996.0
13616,144,2002,1,1,17825,113124.0
24970,47,2020,1,0,33269,93025.75
2301,100,1996,1,0,350,93025.75
4381,131,2015,0,1,350,93025.75
17507,88,2009,1,0,13615,93025.75
14855,234,2003,1,1,350,85683.0
6042,215,2012,1,0,30196,32068.0
582,228,2013,0,2,350,131848.0
4813,201,1989,1,0,58610,93025.75
27317,25,2020,1,0,350,93025.75
25515,254,1990,1,0,64473,93025.75
28063,268,2007,0,2,994,93025.75
2646,54,1997,0,3,134433,93025.75
17636,147,2007,1,0,350,30490.0
10336,189,1989,0,2,9076,93025.75
14005,157,2011,0,3,350,82703.0
16502,151,1996,1,0,20486,177201.0
3043,155,2019,0,0,7684,57485.0
4620,89,2017,1,1,63285,93025.75
8076,101,1989,1,2,123743,79117.0
22776,135,1995,0,2,97400,30490.0
2587,66,2002,0,1,350,30490.0
11643,101,2002,1,1,350,93025.75
27974,153,2003,0,2,175757,46353.0
28681,6,1999,1,1,48941,36121.0
3683,82,2006,0,2,85633,57967.0
16610,207,1996,0,3,66186,40921.0
3083,237,1993,1,1,44593,60027.0
5600,263,1996,1,0,350,93025.75
4600,111,2010,1,0,350,74733.0
14916,12,2014,0,2,350,169765.0
8137,162,2011,1,0,350,93025.75
5628,34,1988,0,2,78411,93025.75
10137,34,1994,0,1,57736,93025.75
21257,92,2013,1,1,350,109420.0
24171,242,2015,0,0,1440,93025.75
11115,135,1995,0,2,350,90136.0
514,184,1989,0,1,65610,93025.75
13572,276,2005,0,2,43871,93025.75
18361,75,2010,1,0,350,169689.0
6505,247,2007,0,0,350,74121.0
16020,44,2006,1,2,49043,93025.75
6575,145,1998,1,2,37441,93025.75
29552,103,2017,1,2,57248,237158.0
27127,95,1993,1,1,122583,57428.0
2000,140,1992,0,2,121364,93025.75
6115,121,2019,1,1,75582,66216.0
26451,122,1989,0,1,85648,93025.75
3355,252,1992,1,0,8425,146190.0
22830,246,1989,0,2,184571,102854.0
1590,121,1998,1,2,71643,30490.0
2914,273,2005,1,0,5018,93025.75
24118,115,1990,1,3,45221,93025.75
13286,213,2005,0,1,26440,146324.0
4094,235,2000,0,2,139446,65194.0
27682,175,1994,0,0,30830,93025.75
2305,113,1997,0,2,350,30490.0
26080,243,2003,1,1,350,93025.75
10414,275,1997,1,2,76024,30490.0
22381,128,2009,0,2,83253,30490.0
15622,140,1989,1,1,110328,30490.0
18090,117,2003,0,2,67686,93025.75
29629,252,1995,1,1,121181,149071.0
29131,234,2000,1,1,85641,93025.75
17723,223,1996,1,2,350,180297.0
2263,162,2003,1,1,15736,93025.75
3916,153,2007,0,2,350,93025.75
29751,222,2004,1,0,350,85068.0
9966,178,2005,0,2,350,126857.0
22286,267,2004,1,2,10515,60178.0
20438,176,2012,0,1,350,50975.0
15897,216,2006,1,0,77036,68918.0
16631,242,2005,0,3,52620,78735.0
8707,208,1990,1,3,61601,68970.0
20347,95,2009,1,1,120922,80870.0
1777,59,1988,1,2,157569,93025.75
13121,273,1999,1,2,350,93025.75
2840,82,2006,1,2,6191,93025.75
6837,40,1996,1,1,350,93025.75
11110,64,2017,1,1,38623,78610.0
3071,252,2005,0,1,70780,93025.75
4895,7,2010,0,2,101377,93025.75
4164,29,1992,1,1,64456,48595.0
9908,156,1998,1,1,24968,57479.0
180,239,1997,1,1,81721,70208.0
26597,147,1998,0,2,350,93025.75
7435,75,2007,0,0,73776,44176.0
21200,9,2005,1,1,350,66807.0
14388,36,1994,1,2,24379,85089.0
8499,207,1997,1,2,350,93025.75
8994,83,2007,0,3,34626,93025.75
24467,256,1989,1,0,87715,93025.75
6268,223,2006,0,1,44401,62105.0
6571,182,1999,0,2,85137,93025.75
4121,219,2010,1,1,350,105828.0
22522,5,1988,0,3,60795,131236.0
19739,175,2013,0,2,16400,93025.75
10719,116,2012,0,3,350,93025.75
24454,3,2003,0,2,83692,115546.0
16964,256,2013,0,2,26233,131548.0
27641,260,1989,0,2,48021,98375.0
23713,113,2018,1,0,79672,93025.75
14459,84,2008,0,0,12515,31046.0
18854,172,2005,1,0,350,93025.75
27363,38,2013,0,3,350,81005.0
6202,18,1998,0,1,350,93025.75
14349,164,2011,0,1,350,168816.0
10982,189,2013,1,0,350,93025.75
2701,128,1993,1,0,34447,147992.0
29271,170,2020,0,3,350,93025.75
12635,196,1990,1,0,131541,30490.0
15417,7,2009,1,1,350,66533.0
11710,185,2009,0,2,350,93025.75
15695,23,2013,1,2,16061,40232.0
11869,101,1992,0,2,350,93025.75
21025,143,2001,0,2,350,93025.75
7350,123,2006,0,1,72448,76114.0
21592,152,1990,1,0,46854,93025.75
6231,8,2009,1,2,350,132414.0
16326,214,1990,1,2,48942,60402.0
27209,254,1991,1,0,65553,104508.0
18122,91,1992,0,0,350,93025.75
1564,175,2012,0,2,6079,93025.75
22267,256,2018,1,2,350,93025.75
21562,71,2000,0,3,42077,93025.75
16761,0,2017,0,1,42405,153191.0
26399,25,2017,1,0,350,93025.75
26893,237,2008,0,1,17098,182156.0
11213,258,1994,1,1,27686,116975.0
23039,217,2011,0,0,43134,30490.0
5468,153,2012,1,2,39918,83268.0
23444,32,1991,1,0,40728,113900.0
4596,226,1993,1,0,119463,115781.0
19561,83,1989,1,2,106560,93025.75
20667,181,1990,0,2,176666,95493.0
10193,267,2016,0,3,128667,93025.75
26764,195,1994,0,2,41388,93025.75
10996,128,2015,1,0,43424,93025.75
27179,100,2018,1,0,40358,93025.75
14717,221,1990,0,0,36565,30490.0
21813,136,1999,1,1,9438,165944.0
8401,243,2020,1,0,350,93025.75
7069,175,1993,1,0,29915,93025.75
13291,77,2019,1,2,350,200870.0
10966,30,2014,1,0,350,51238.0
29658,269,1989,1,2,12028,93025.75
22275,147,1989,1,1,23813,72652.0
6407,87,2014,1,0,350,51203.0
23270,219,1997,1,0,78339,141177.0
5917,35,2008,0,2,43342,30490.0
19056,217,1992,1,0,25296,58169.0
4304,220,1989,1,0,131746,83618.0
22671,47,2009,1,1,350,177570.0
17068,202,2014,1,1,45396,30490.0
26135,170,2019,1,2,350,69231.0
7461,277,2002,1,2,350,93025.75
1364,28,1991,1,1,58897,67737.0
29154,118,2001,1,0,59065,93025.75
20724,173,2000,1,1,62770,170514.0
26150,108,1998,1,1,350,93025.75
9074,173,2015,1,0,77004,123018.0
29966,229,2018,1,2,54560,112329.0
