,selling_price
22125,165312
11119,66492
5399,25221
4232,5266
27964,198554
15958,5000
17081,49639
4945,100962
26274,5000
24239,5000
26151,158568
10123,56078
15960,60260
22933,45789
6867,84380
22052,113527
896,47977
9056,174097
16332,136777
9547,108891
13492,124839
11383,5000
19224,70091
26078,5000
25013,113563
29112,88687
3086,74748
3423,139592
2785,81331
18099,159910
27649,5000
16185,84248
26369,53167
4613,71296
16345,64669
11300,154247
29282,5000
17633,62291
9222,49257
23690,48627
7058,158782
6778,52661
22402,85347
15974,5000
14775,68689
8625,52612
14016,31708
15782,26903
29469,55282
5493,71239
8821,84185
17955,7903
9415,70568
27421,5000
9754,34387
18320,115263
5786,164157
5675,44193
26415,88110
25448,57517
13075,5000
10240,34383
27618,5000
12285,117906
27905,84407
5213,30596
4443,11141
27394,27734
13614,20830
10773,62424
14876,133964
1680,5000
525,45457
22990,58821
11543,111090
20107,7842
26033,98184
23803,46683
10688,62684
7262,5000
15910,13135
18370,106465
4968,122464
19687,33131
26631,59708
12999,89024
17568,44776
17421,73417
20144,86522
10492,5000
7722,160577
20181,96240
2678,117757
10533,71163
21563,40520
21615,91496
1325,143210
17790,61431
10640,5000
12511,46206
18158,5000
29589,52562
25780,21576
19958,67707
6392,5000
21654,60476
9278,5000
18788,5000
10289,63129
25219,117614
10149,113738
12517,26868
20170,148446
13750,40461
4315,219410
25955,5000
3056,5000
17819,63648
10004,19857
22188,59494
3297,117721
14834,101234
4216,109212
3100,105824
19995,5000
6832,25223
5458,83635
28268,50466
16250,11432
14826,95158
14423,5000
7785,50973
21181,97711
25256,23164
28218,47098
10722,88715
10741,16631
472,125514
22706,93304
11421,62846
15618,28986
28016,24145
15214,155433
20361,104262
6806,13858
18147,186681
18139,158492
16099,57768
4095,5000
13044,59753
18602,160092
17208,137405
7048,5000
1661,81344
2100,5000
3615,65459
24589,30423
8935,108589
1815,66337
2758,62072
6357,5000
23076,168689
10655,66889
24220,135145
14738,77961
18272,5000
25067,94358
5159,49864
9971,81974
3000,155175
8662,20750
3953,5000
6539,24888
10672,93372
11321,62928
8363,92273
20847,76748
8951,88055
10328,82121
20621,35178
21448,83077
2991,19011
18885,22413
8612,5000
3643,26363
22716,71119
25196,86504
28933,84690
17511,59340
11262,67800
21146,5000
17779,49861
1633,162620
18621,6638
8515,137240
7512,91826
16791,36947
12374,77401
3315,66856
12609,51786
5115,47679
27367,36070
17698,5000
15323,50239
23192,17617
1538,174809
23324,142816
28141,67101
10907,102479
25878,54858
2125,93180
15381,23145
28231,23169
5135,107460
23400,202035
2770,61479
21,156327
19895,49537
25505,42155
18192,34739
7313,29203
11352,5000
5335,62864
10967,39037
12197,117531
20171,38983
29796,123811
24770,68578
27557,76960
15354,79221
18059,161136
4060,59329
14121,78703
24706,108944
11344,47480
23631,5000
5267,27673
16667,127306
26933,127740
20514,5000
23091,53692
16868,13583
11716,83719
19631,83727
27353,5000
16546,38158
17973,168263
8057,73598
13514,38255
25309,5000
8959,39117
25616,172481
14415,44203
9226,40667
4158,99767
25736,114399
15277,26387
6760,19085
18697,40532
22500,59227
8049,49206
1525,96776
1837,107961
14060,5414
18510,5000
29783,5000
27032,126135
13652,9419
9883,103740
5432,5000
19420,5000
11842,46332
26185,64615
10739,61085
16251,44388
6519,12595
13746,42509
25441,21993
18545,84788
19293,9977
29779,77718
24466,5000
28639,124048
16350,13314
3716,5000
27639,60241
8638,70333
2178,5000
182,108489
23373,114949
7534,41237
21929,14800
28861,78878
14361,60278
27388,92712
19447,19371
29536,50130
25576,49496
9140,47864
2104,59978
16919,82688
28178,52274
3119,77065
12810,52818
26294,49434
23833,86977
28100,106992
2210,59048
14828,113962
24256,87726
20272,5000
7093,44099
24047,5000
27823,22567
13326,41868
23853,46698
25682,123839
10212,5000
13522,38436
23751,123996
15312,5000
2120,21074
27333,118871
8745,29959
17162,111985
1154,95810
7344,141285
18961,72692
29278,283416
2752,64366
26377,130995
28112,55786
6578,67119
22428,59157
9495,26219
13021,183420
28650,45275
25498,92863
10355,163481
13438,102497
29366,119495
14352,96275
6466,69015
543,5000
5742,5000
28953,81436
12119,124884
27098,13691
12752,75789
28224,61318
8433,25497
2790,164847
12411,53213
17886,45618
11648,38005
14991,77103
25246,82921
26998,135324
10434,55069
685,66838
24876,42162
5050,5000
16859,184673
25419,5000
26565,32447
349,116548
25032,6029
16853,10324
13039,85803
13080,5000
27803,86119
13101,23635
13547,86700
4982,192705
20193,76298
26572,165395
24938,49064
6812,108311
17187,6268
8503,90932
25292,89939
6638,77630
14602,97643
842,7004
1939,123264
16091,33029
10749,100972
3826,6411
11983,30898
24033,203032
392,5000
13877,48062
10403,5000
326,47504
6370,19291
4559,14964
1722,35990
19559,5000
18588,82852
8768,6166
28054,71905
8657,94345
14279,34487
14724,5000
25575,155029
6223,5000
29121,157391
15479,11945
5790,5000
29774,193214
23924,5000
3632,44887
23038,166179
9106,91598
16535,47263
10993,72521
28572,147141
22719,171819
28991,104970
26521,115907
9632,158878
9872,5000
8404,100094
4393,29388
23488,71018
27622,5000
18580,44738
3209,43211
10828,5000
13702,46989
2439,80626
27242,107772
17180,25648
29967,133853
1019,96946
28656,5000
24219,55993
24971,49380
8364,30098
24359,110528
17242,5000
5908,191040
2447,76808
27205,20488
29705,68785
22625,51235
2019,99597
16406,36486
5626,125995
559,68886
24125,156588
912,79369
23456,5000
11141,107489
23579,56915
24518,5000
12641,136586
17552,140972
3138,5000
14284,39616
12054,47466
23360,69296
25110,141532
1246,108701
3384,5000
6311,52926
14170,5000
16289,79507
27717,5000
9326,61087
12417,123938
26922,171234
4905,73072
5729,5000
19882,59881
17170,5000
6579,47281
21612,5000
20284,94250
20802,66774
7443,59988
5669,55879
401,5000
27652,74066
23346,44180
18288,5000
27054,5000
8478,61627
8990,5000
17026,72312
21745,104199
152,36261
25738,113791
27412,84118
25635,5000
12502,5000
7232,5000
7504,67889
28830,21545
11921,34985
25462,102034
22832,92773
6646,18582
21524,11025
24356,64358
15472,74364
10108,15066
24137,18730
21150,26481
9920,99560
11851,54633
26574,151371
13708,5000
25779,102122
1371,76686
26351,86943
8066,90799
2088,71255
11453,5000
14543,5000
25054,65521
10365,57969
8468,120171
20237,5000
16793,121667
3162,47706
318,5000
14007,79062
17093,52051
27642,22115
145,76063
28619,5000
16408,56064
28723,64017
26355,31846
19180,46856
14963,42933
9476,93080
16890,56519
21402,5000
12582,145447
20141,142574
24302,129501
10358,5000
25185,66990
17224,59748
8260,101839
22472,107482
27422,34859
24035,99693
11773,110718
23212,16182
10590,119265
16570,56835
19131,150588
26550,130224
10445,86167
21724,176376
22224,45391
13230,5000
27182,104799
7481,73567
17346,80082
22612,5931
29503,152928
4978,5000
29533,23707
4176,5000
9734,80245
3770,86561
12732,113757
15803,5000
25303,65726
20371,135900
24560,5000
17966,6528
13359,5000
6979,96950
14612,5000
24064,5000
6659,5000
5784,5000
8079,32017
3801,67245
9003,63203
10132,77259
2112,162898
28615,63416
12087,5000
18613,32110
15204,42586
29732,25458
16950,88160
15608,86146
13643,37828
3433,36064
15052,94218
2559,116529
25945,135166
11532,129851
23125,5000
4059,68955
14700,117210
12963,5000
14806,9279
2381,78014
5417,83338
15221,41163
26356,28175
13857,123601
22723,142002
28626,72595
11535,96105
3734,43907
3029,5000
19313,32883
16456,98911
19261,5000
24981,65159
5950,17140
16276,17656
29308,92962
27663,5000
12648,119081
3989,90193
21028,37276
2631,112160
4817,86309
2196,47772
2012,133139
4327,147573
6574,50856
6305,189359
11985,5000
26818,5000
17082,97625
5676,43090
22737,86622
29701,16439
13153,5000
27681,125637
10486,53335
29870,75163
5087,5000
9334,46248
5867,80474
5611,63424
14058,73350
8358,116353
10961,5000
25051,5000
21544,5000
28988,30979
11713,5000
7225,10000
9695,5000
26706,65658
11373,77901
9021,5000
26024,16765
2149,66421
15753,87998
15301,29088
23309,5000
222,81060
20997,5000
29434,75161
2505,172000
23635,105701
24418,5000
21503,5909
17464,89977
14922,6785
10093,51416
6640,29723
14410,29370
19004,82738
21915,47860
13633,34004
14446,18650
13699,61901
3786,212249
5363,133658
12014,28901
11189,12181
15516,131377
17465,17021
19168,32523
9300,103554
17084,24222
23907,5000
18005,7360
6604,138271
26400,43535
20130,34471
23933,61287
10866,103018
21998,11599
24597,5000
15933,68658
6426,65695
20391,5000
17871,52034
29319,19248
29041,103228
6787,74697
20759,67031
20204,134277
21396,40071
2755,137276
8409,119375
27952,114419
18009,47081
29420,44810
742,65324
7866,5000
3222,63590
17423,12431
19557,85625
17832,5000
16143,121634
20334,47355
18650,43048
1953,27944
10531,152837
16507,25989
14435,80086
27339,53453
7187,41042
11754,16915
5080,5000
16898,114020
26474,10504
21980,87627
17661,22300
92,88437
28208,123567
7907,25839
15350,145685
19329,5000
27099,155750
6754,39550
29733,78448
25828,172585
19578,7117
25284,135900
2191,20047
2989,5000
25464,17409
25675,157955
20825,130711
24053,65246
527,5000
22168,5000
27879,33543
22811,99896
19877,84926
25341,54271
27973,86027
14891,128158
16557,14615
18593,5000
3456,5000
862,32945
29218,70801
18404,85603
22887,38404
4649,12057
6603,117284
6650,52752
1771,46624
11779,117085
19444,55919
8044,5000
28562,163800
13423,7383
3942,98840
13674,100667
2449,151977
15049,5000
16584,108586
4671,161078
13040,137694
8259,179879
23919,117861
17609,98824
4882,93459
7033,5000
1840,5000
15137,146636
23317,131738
15801,42304
7792,29889
3781,22460
29940,56472
24735,55097
8575,145301
13524,60090
25406,30767
4925,50302
20740,29587
6318,5000
6272,79423
3040,10026
5035,59396
22906,146521
478,170449
19322,80569
1843,39530
27246,60018
4579,83800
26255,54866
11872,39539
21838,113832
607,18842
7900,55514
27039,107409
13819,94459
21557,70340
351,12660
9231,102878
17635,17622
24637,163520
21663,45404
13246,8955
1234,210463
14108,21844
3128,84488
2693,12896
8483,61125
10566,26515
9801,47535
13645,30627
22659,5000
4826,43481
17899,125763
11310,33796
20908,165738
28342,121991
11769,69999
16690,5000
11370,90161
5079,82791
16858,5000
1185,5000
27871,45245
7857,54986
12882,5000
15621,73749
6714,53183
28308,5000
18605,28309
2684,39438
24007,58900
27547,188567
1381,57186
18374,152658
22307,39325
7438,72263
3027,51141
22927,62812
23816,83376
18456,31648
12425,38107
19833,44360
4811,39131
24086,64581
6794,5000
11932,117750
13165,186531
11567,126691
11835,5000
9436,166449
11624,5000
10185,5000
1056,16171
27668,5000
25996,102892
29132,75381
28793,24897
11823,157915
12887,45613
4397,36343
25338,72361
6123,37336
4071,51447
18409,5000
11864,36232
9207,5000
12165,15282
19845,5000
6513,95905
12894,36537
28092,36342
10909,38880
3570,19768
20833,136444
8012,16996
24555,131747
25342,168041
28916,71779
21965,204095
17648,56125
21843,5000
13540,136034
26047,178517
9849,17445
2961,59945
24386,56909
12917,40690
29280,55640
20120,101555
1224,133919
21951,117352
27723,141935
24063,59306
8281,103574
29699,139404
5064,122122
4888,38024
29063,34397
15674,215441
28154,5000
6652,72255
20993,17822
3540,54265
2504,6436
17713,5000
25507,5000
21639,151231
21806,72998
29115,5000
4474,200060
28155,105157
4833,17106
8921,66263
5176,8204
4074,62637
12932,5000
24313,118697
3776,172196
21945,35097
13259,33309
18970,131748
21331,65138
5255,126367
7966,10004
28927,12163
5692,20613
13936,122569
4916,135163
7813,65319
17317,87460
23221,146973
23963,5000
15413,83120
19122,212661
21784,38279
27253,5000
12226,5000
23234,160820
17115,8915
7379,83516
6108,118881
13425,143144
27816,62412
11214,5000
11975,50932
20924,141482
9718,194991
15065,5000
18543,8556
12873,150461
26211,96810
23021,17021
18865,86621
1045,70507
6470,137825
25995,45489
4873,5000
17078,31338
14225,54066
24771,5000
22624,16979
12946,113963
18080,15155
12604,35695
27729,66296
25064,98337
9172,57628
3847,27621
1790,17723
28289,74342
25109,24456
14760,5000
23093,10770
2026,113516
1742,52626
9230,60012
12278,5000
17264,56573
26177,5000
24730,97600
9418,106001
19315,5000
21233,49081
23056,34030
10050,32649
15084,55006
20765,110496
26671,5000
11361,5429
18421,95345
11394,171027
4871,80860
5700,241728
4689,256838
18658,105875
13252,119161
19893,59840
15464,5502
16438,99967
28169,5000
29436,65495
29855,40565
9367,46614
9514,55748
14988,172186
8671,65138
3654,66408
12858,94820
10082,45510
8995,76095
3626,13800
22843,28655
13988,127270
20580,5000
12001,49128
22219,19622
17412,40754
493,5000
2605,121731
2328,48940
15672,5000
13602,5000
21359,106379
16923,152128
6136,173999
29718,5000
19117,80939
10552,24353
18872,96148
1776,63502
24490,120429
1926,50599
27673,163611
11488,78822
10836,82353
6961,67592
21162,80718
20326,5000
9676,56092
4686,100724
23121,5000
27506,49393
29494,5000
25362,5000
3708,58669
1140,93330
29086,5000
2401,5000
28180,7022
25299,5000
10317,69177
14206,79119
15138,20069
8109,31105
22872,153172
28201,67931
1439,89792
8271,125899
2225,92783
14500,5000
21710,40438
13206,97444
15684,5000
9885,19043
4479,63574
23835,16785
10028,5000
6694,113981
2165,186165
687,14659
20017,61612
26729,68051
11219,91894
7897,5000
14109,43550
22667,67282
7098,134369
15343,23798
10498,50327
17045,81581
4881,24831
26654,15297
3985,132838
10710,44019
5238,5000
7253,8158
24273,50444
14475,5000
8874,6532
17167,22937
12492,98189
3732,22691
19410,5000
1737,90372
23338,9000
409,135645
27501,74508
502,78729
21354,175916
3711,44096
21429,113043
28120,5000
18449,5000
29828,53583
17887,74207
9344,38482
7578,62116
24957,133173
8117,99803
8762,37392
25452,50533
20563,5000
25356,101920
9083,83252
20545,82024
29044,182481
24848,5000
4045,70829
10218,49867
14202,54358
11689,62411
7861,157122
1171,5000
24452,5000
2355,132173
1526,38312
2793,60370
16650,152669
13158,90186
25502,5000
28369,11486
24091,5000
29929,14670
21389,63700
19948,5000
13144,116599
14548,5000
3891,154295
20655,183131
28464,66416
22734,31885
27778,39665
26352,77395
17672,54953
12652,36027
7956,156724
9855,83282
19755,115461
20764,5000
11409,143464
18406,62073
16865,93115
12791,49283
13733,5000
15001,18093
1196,91474
1114,42887
4365,30955
8300,31353
6900,27381
19818,53083
6339,75574
19000,206228
22773,99458
9625,13762
3798,104828
10141,44426
12317,61358
4257,95194
5409,28777
17032,88249
22772,142120
19020,139950
8961,147071
3332,84372
27436,23392
27669,5000
12731,5000
13471,148377
26156,90461
12551,72342
10269,115548
29235,5000
29193,38186
21938,116896
22186,5000
4539,120795
16593,11596
22980,158893
25705,165591
21697,54238
8480,87444
4552,70924
3944,5000
3729,114168
6563,89813
10055,51149
5387,5000
7083,16228
13248,54116
4673,138434
22081,50226
12490,176368
5794,69671
12586,106360
25078,5000
16986,5000
16869,5000
12741,8186
12850,57953
2877,88258
4607,124469
25778,66046
12498,91448
28949,5000
29210,5000
10806,12150
2766,5000
10537,97849
25912,68519
22176,5000
21433,49067
27518,131734
1800,5000
16390,123204
29951,61681
9380,5000
8216,91011
11255,17894
7039,51143
22353,65940
7244,5000
3934,35811
9353,20358
20617,172407
25518,5000
21343,70030
9540,5000
7830,124501
26302,100492
18578,8350
21360,39028
3054,21124
18996,33494
29990,161228
26882,100467
13953,191177
13629,65413
6522,60865
18146,78211
29334,60637
22955,71641
22199,5000
9605,5000
22233,134934
11143,179992
8844,163807
24655,87614
20540,18733
5643,6538
12677,83005
14046,86917
9151,149874
10300,105232
6324,7808
23952,13431
20547,10189
7672,50405
26071,88490
5358,5000
4310,42086
8262,111758
28008,126850
23029,21084
6749,134691
11283,68208
8014,174676
24124,5594
17337,5000
13108,39711
4364,104198
16026,116141
15904,37913
6990,44742
24188,6426
20203,29130
5646,34929
13142,9516
2435,173006
6374,15477
24859,85190
2139,111862
3614,77094
1975,136252
2913,37285
5200,64324
12526,5000
26918,26276
4709,41330
7571,40273
26477,5000
29595,110698
25986,95739
2615,22108
7903,27922
25095,42501
3262,5000
11171,114975
17522,75242
11816,11913
14670,69714
6697,5000
11473,44742
3757,113746
8419,5000
2716,5000
870,30914
19723,37450
11043,114367
11558,41511
26991,129985
2067,71820
29560,5000
13752,36780
19821,115593
15675,116175
29474,205338
22795,11681
19829,7081
161,143296
16194,56309
23943,136870
14040,37110
6141,130850
16059,83928
510,74627
6623,90451
23954,5000
16153,91087
14243,64802
27085,5000
3602,143788
4836,58597
96,70250
19748,5000
8084,114481
2172,35980
10560,20436
11181,71225
13518,85304
10291,113054
13951,5000
23585,145255
8278,91611
10502,57271
15703,12119
2537,103894
28755,52369
8972,66187
21805,5000
13378,20554
15043,5000
7848,127999
22467,9915
8395,20527
16484,59673
10621,145062
14370,36710
10490,5000
5185,78070
5151,133222
15531,40091
18532,21816
26861,80119
20304,116528
1119,5000
24248,145345
8083,100486
22442,105089
9985,62446
7924,21896
12208,18435
22864,95408
27458,107161
19026,5000
18073,29135
10294,5000
20258,42782
6775,46063
8459,64533
10230,64462
19749,5000
24572,5000
26438,88025
23168,68013
8386,5132
23241,68766
2653,33127
22938,26754
16096,86038
84,129343
22106,5000
8123,123196
27716,137810
1705,25664
2348,59663
19801,5000
22380,5000
28149,5000
17753,78620
6057,22170
4869,41470
7035,22910
9548,5000
2478,38771
2811,116489
23568,5000
26573,5000
20573,189476
27995,135265
29481,74741
23440,142861
20515,82499
27821,5000
7177,51437
23917,44106
15251,102025
26716,176575
5743,53112
28375,28772
9072,68909
8161,63817
19213,49293
16144,93893
4259,93656
2911,110455
27017,84224
27354,5000
20222,129022
10724,32916
4318,47054
3791,5000
12524,25244
11924,5000
24816,31151
29652,35882
28834,69973
2047,180065
12089,32178
12057,5000
21494,73943
14607,156604
5456,5000
7697,111750
17433,98053
9919,53779
14579,96392
27788,99516
10172,77127
5869,39465
22523,85424
25792,24521
18043,5000
1555,46213
6998,98338
15011,58105
18451,44958
13056,87487
20214,150041
2644,28670
26949,65842
25873,99601
12983,31404
17094,5000
24955,5000
1496,92355
19570,74361
10127,5000
2713,135061
7096,69812
13631,123319
23566,55627
21816,80365
26593,21926
15254,32842
23405,54074
16133,130189
8209,31940
